Country,Year,Electricity_access,Adj_savCO2_damage,Exports,GDP_per_capita,Imports,Inflation,Primary_school_enrol,Secondary_school_enrol,Unemployment_rate_male,Unemployment_rate_women,Co2_prod_tonnes,Income_classification,Life_expectancy,Internet,Population,Regime_type,Rural_population,Urban_population,World_Regions
Israel,2002,100,1.030180784,32.80756377,18479.70139,35.7149526,5.756578947,107.1374283,107.248497,13,12.7,59.3,High income,79.45121951,17.76459906,6570000,Liberal Democracy,8.67,91.33,Northern Africa and Western Asia
Israel,2003,100,1.075318308,34.53215145,19033.75616,35.28679803,0.725764645,106.670723,106.648941,13.3,13.8,62.415,High income,79.64878049,19.59339366,6689700,Liberal Democracy,8.607,91.393,Northern Africa and Western Asia
Israel,2004,100,0.987020966,39.04666364,19933.64247,38.97088286,-0.411734431,106.3178101,105.7283096,12.4,13.8,58.679,High income,80.14634146,22.77048553,6809000,Liberal Democracy,8.544,91.456,Northern Africa and Western Asia
Israel,2005,100,0.935658709,40.73552212,20585.63748,40.84907726,1.312661499,104.7628021,105.9618378,11.1,11.6,56.524,High income,80.15121951,25.19404242,6930100,Liberal Democracy,8.482,91.518,Northern Africa and Western Asia
Israel,2006,100,0.995848495,40.75827408,21854.87789,40.60861535,2.060803918,103.8044662,106.1162415,10.4,11,62.149,High income,80.55365854,27.88107446,7053700,Liberal Democracy,8.42,91.58,Northern Africa and Western Asia
Israel,2007,100,0.906400373,40.4424216,24939.4618,41.36000426,0.459816074,104.3342667,105.4911118,9,9.8,62.8,High income,80.50487805,48.12806219,7180100,Liberal Democracy,8.359,91.641,Northern Africa and Western Asia
Israel,2008,100,0.8620787,38.43426877,29599.78301,39.06862178,4.55721393,103.6946182,104.0823517,7.6,7.9,67.98,High income,80.95121951,59.39,7308800,Liberal Democracy,8.298,91.702,Northern Africa and Western Asia
Israel,2009,100,0.878491212,33.19457936,27719.79499,30.69565016,3.340312143,104.0737534,103.175209,9.8,9.2,63.861,High income,81.40487805,63.12,7485600,Liberal Democracy,8.237,91.763,Northern Africa and Western Asia
Israel,2010,100,0.85628821,34.76339256,30694.16768,32.86161947,2.716640575,105.4466476,103.2308273,8.9,8,68.287,High income,81.60243902,67.5,7623600,Liberal Democracy,8.174,91.826,Northern Africa and Western Asia
Israel,2011,100,0.80011703,35.44525757,33610.69403,35.6189301,3.478572709,106.204483,102.858223,7.3,7,68.595,High income,81.65609756,68.87387799,7765800,Liberal Democracy,8.108,91.892,Northern Africa and Western Asia
Israel,2012,100,0.936230833,36.05070855,32510.3453,36.05879536,1.689481892,106.8141479,102.2227936,6.8,7,74.785,High income,81.70487805,70.8,7910500,Liberal Democracy,8.04,91.96,Northern Africa and Western Asia
Israel,2013,100,0.744189193,33.78346501,36316.47837,31.91247261,1.576211979,105.6360168,102.693222,6.2,6.2,64.975,High income,82.05609756,70.25031195,8059500,Liberal Democracy,7.969,92.031,Northern Africa and Western Asia
Israel,2014,100,0.686653152,32.2733595,37738.41607,30.54837003,0.486495554,105.1809311,103.0233536,5.9,5.9,62.279,High income,82.15365854,75.01775316,8215700,Liberal Democracy,7.896,92.104,Northern Africa and Western Asia
Israel,2015,100,0.773601535,31.51785362,35813.71341,28.23020469,-0.634390651,105.6239624,103.6597519,5.1,5.4,64.95,High income,82.05121951,77.35208966,8380100,Liberal Democracy,7.821,92.179,Northern Africa and Western Asia
Israel,2016,100,0.741330625,30.02399508,37282.53056,28.31038639,-0.546034946,104.7480469,105.233078,4.7,4.9,63.907,High income,82.40731707,79.65312418,8546000,Liberal Democracy,7.744,92.256,Northern Africa and Western Asia
Israel,2017,100,0.694715242,28.84238353,40474.66813,27.64227722,0.244953121,104.901123,105.0845566,4.1,4.3,62.467,High income,82.55121951,81.58118359,8713300,Liberal Democracy,7.664,92.336,Northern Africa and Western Asia
Israel,2018,100,0.688947078,29.80229452,41704.82857,29.15580148,0.817323896,104.6884308,105.5570602,4,4,62.213,High income,82.80243902,83.73315696,8882800,Liberal Democracy,7.582,92.418,Northern Africa and Western Asia
Italy,2000,100,0.748318046,25.6277321,20087.59199,24.77785773,2.537685321,103.9027786,93.0541687,,,468.442,High income,,,,Liberal Democracy,32.778,,Europe and Northern America
Italy,2001,100,0.764783488,25.64901167,20483.21599,24.38579296,2.785165427,103.4853363,96.09915924,,,468.643,High income,80.12682927,27.22211698,56974100,Liberal Democracy,32.718,67.282,Europe and Northern America
Italy,2002,100,0.743224267,24.40746734,22270.14412,23.65045696,2.465323192,102.8333817,98.14539337,,,476.251,High income,80.22926829,28.04,57059007,Liberal Democracy,32.618,67.382,Europe and Northern America
Italy,2003,100,0.649702238,23.30219291,27465.6753,22.84665187,2.672555528,102.4251022,99.12857056,,,494.183,High income,79.98292683,29.04,57313203,Liberal Democracy,32.499,67.501,Europe and Northern America
Italy,2004,100,0.607006757,24.00982842,31259.7165,23.42050197,2.206736614,102.0631409,99.01792908,,,499.619,High income,80.7804878,33.24,57685327,Liberal Democracy,32.38,67.62,Europe and Northern America
Italy,2005,100,0.620843785,24.60109238,32043.14037,24.69991838,1.985292985,102.290947,99.28780365,,,500.006,High income,80.78292683,35,57969484,Liberal Democracy,32.262,67.738,Europe and Northern America
Italy,2006,100,0.615006225,26.17348843,33501.65817,26.99469075,2.09084391,103.1094818,100.0531235,,,495.124,High income,81.28292683,37.99,58143979,Liberal Democracy,32.144,67.856,Europe and Northern America
Italy,2007,100,0.56264325,27.36104225,37822.66524,27.70041338,1.829741122,104.1129074,100.4699783,,,487.693,High income,81.43414634,40.79,58438310,Liberal Democracy,32.026,67.974,Europe and Northern America
Italy,2008,100,0.528208527,26.86277469,40778.34274,27.6301011,3.347832584,104.2742004,101.1009674,,,476.23,High income,81.48536585,44.53,58826731,Liberal Democracy,31.908,68.092,Europe and Northern America
Italy,2009,100,0.524904968,22.39916173,37079.75867,23.01960005,0.774768131,103.4859009,101.4165497,,,422.624,High income,81.63658537,48.83,59095365,Liberal Democracy,31.791,68.209,Europe and Northern America
Italy,2010,100,0.571353937,25.07404985,36000.52012,26.93213852,1.525516021,102.9937134,102.9038162,,,433.688,High income,82.03658537,53.68,59277417,Liberal Democracy,31.673,68.327,Europe and Northern America
Italy,2011,100,0.543031341,26.87246347,38599.06221,28.27305899,2.780632729,102.5043488,103.3315735,,,422.039,High income,82.18780488,54.3899983,59379449,Liberal Democracy,31.556,68.444,Europe and Northern America
Italy,2012,100,0.589076998,28.37924284,35053.52624,27.27547801,3.041363332,101.2919388,102.0333405,,,401.555,High income,82.23902439,55.82999799,59539717,Liberal Democracy,31.316,68.684,Europe and Northern America
Italy,2013,100,0.548035929,28.63324308,35549.9747,26.23433632,1.219993423,101.8972931,102.408989,,,367.569,High income,82.6902439,58.4593,60233948,Liberal Democracy,31.021,68.979,Europe and Northern America
Italy,2014,100,0.5350734,29.10882819,35518.41529,26.21328696,0.24104743,101.1514206,102.2810593,,,347.861,High income,83.0902439,55.63846022,60789140,Liberal Democracy,30.728,69.272,Europe and Northern America
Italy,2015,100,0.676483111,29.71598237,30230.2263,26.70219379,0.0387904,100.3867493,102.2562714,,,360.088,High income,82.54390244,58.14173496,60730582,Liberal Democracy,30.435,69.565,Europe and Northern America
Italy,2016,100,0.668944491,29.32789075,30939.71425,26.03971207,-0.094016657,99.42546082,101.6623535,,,356.556,High income,83.24390244,61.32425277,60627498,Liberal Democracy,30.145,69.855,Europe and Northern America
Italy,2017,100,0.6557655,30.73373332,32326.67421,27.87044263,1.226533166,101.8793564,101.2704086,,,351.474,High income,82.94634146,63.077347,60536709,Liberal Democracy,29.856,70.144,Europe and Northern America
Italy,2018,100,0.632488754,31.35046232,34608.6756,28.94714219,1.137487636,101.2479477,101.3531036,,,348.085,High income,83.34634146,74.38718292,60421760,Liberal Democracy,29.562,70.438,Europe and Northern America
Jamaica,2000,84.38311005,2.214532126,38.7900457,3392.123878,50.72296035,8.171083561,95.96071625,85.28746033,10.2,22.3,10.314,Lower-middle income,,,,Electoral Democracy,48.186,,Latin America and Caribbean
Jamaica,2001,87.708112,2.351480973,35.56415707,3437.655517,49.26357753,6.801909308,95.89864349,84.54173279,10.2,20.9,10.576,Lower-middle income,74.139,3.863020387,2674706,Electoral Democracy,47.947,52.053,Latin America and Caribbean
Jamaica,2002,86.681291,2.267645618,32.76195131,3609.203331,49.08480411,7.076350093,96.15705872,84.5849762,9.9,19.6,10.203,Lower-middle income,74.14,6.1,2692843,Electoral Democracy,47.749,52.251,Latin America and Caribbean
Jamaica,2003,86.67273712,2.523923932,36.61346899,3480.511665,51.53716185,10.08695652,94.69860077,84.67240906,8.1,16.3,10.667,Lower-middle income,74.142,7.8,2709438,Electoral Democracy,47.563,52.437,Latin America and Caribbean
Jamaica,2004,87.41622925,2.451475863,37.54402476,3733.798671,51.77407931,13.55450237,96.28224182,89.93257141,8.1,17.3,10.574,Lower-middle income,74.146,10,2725017,Electoral Democracy,47.375,52.625,Latin America and Caribbean
Jamaica,2005,88.14806366,2.308367579,35.27323512,4103.601637,55.21465822,15.05286589,,89.65286255,7.6,15.8,10.417,Lower-middle income,74.148,12.8,2740000,Electoral Democracy,47.189,52.811,Latin America and Caribbean
Jamaica,2006,88.87075806,2.486718428,40.13152526,4331.292053,60.61407356,8.561064087,,,7,14.5,11.577,Lower-middle income,74.143,16.4,2754414,Electoral Democracy,47.002,52.998,Latin America and Caribbean
Jamaica,2007,89.59040833,2.042742863,39.72869092,4623.747897,61.51573114,9.244820673,,92.33161163,6.1,14.3,10.749,Upper-middle income,74.129,21.1,2768229,Electoral Democracy,46.816,53.184,Latin America and Caribbean
Jamaica,2008,92,2.039299135,41.94330709,4928.126409,71.63409675,22.0228385,,93.57669067,7.3,14.6,10.78,Upper-middle income,74.103,23.6,2781869,Electoral Democracy,46.629,53.371,Latin America and Caribbean
Jamaica,2009,91.04549408,1.832011663,34.47959621,4335.178411,52.40552812,9.592245989,,94.52803802,8.5,14.8,7.934,Upper-middle income,74.071,24.3,2795839,Electoral Democracy,46.443,53.557,Latin America and Caribbean
Jamaica,2010,92.2,1.606664207,31.33526663,4704.04776,49.58513369,12.610552,,91.771698,9.2,16.2,7.677,Upper-middle income,74.038,27.67,2810464,Electoral Democracy,46.257,53.743,Latin America and Caribbean
Jamaica,2011,91.1,1.654230039,30.3686139,5111.465987,53.45320633,7.555856466,,91.62792206,9.6,17.2,8.256,Upper-middle income,74.012,37.43861341,2825932,Electoral Democracy,46.07,53.93,Latin America and Caribbean
Jamaica,2012,93.1,1.567144928,30.18371146,5209.859264,51.85636689,6.873977087,,,,,7.913,Upper-middle income,74.001,33.79,2842128,Electoral Democracy,45.868,54.132,Latin America and Caribbean
Jamaica,2013,93.9,1.856353125,30.57588318,4989.734089,52.6836888,9.341500766,,82.48216248,,,8.492,Upper-middle income,74.01,37.1,2858710,Electoral Democracy,45.65,54.35,Latin America and Caribbean
Jamaica,2014,93.3,1.804906168,31.2546047,4834.284009,53.48633897,8.274078862,,82.19750977,,,7.679,Upper-middle income,74.042,40.4027351,2875137,Electoral Democracy,45.416,54.584,Latin America and Caribbean
Jamaica,2015,94.9,1.915139664,29.92166548,4907.927415,46.19585618,3.691542289,91.88555908,80.908638,,,7.937,Upper-middle income,74.098,42.22122119,2891024,Electoral Democracy,45.167,54.833,Latin America and Caribbean
Jamaica,2016,96.7452774,2.191674479,31.81343755,4843.7499,44.64172141,2.351021975,90.88121796,83.7769165,,,8.141,Upper-middle income,74.175,44.36685637,2906242,Electoral Democracy,44.902,55.098,Latin America and Caribbean
Jamaica,2017,97.62187195,2.122004665,34.65706257,5070.099503,48.86610995,4.37839865,89.76785278,81.42778015,,,7.798,Upper-middle income,74.267,55.07206705,2920848,Electoral Democracy,44.622,55.378,Latin America and Caribbean
Jamaica,2018,98.50248718,2.117193514,38.56384829,5359.993789,51.41405776,3.736638822,90.99539185,82.2886734,,,8.01,Upper-middle income,74.368,68.21451709,2934853,Electoral Democracy,44.326,55.674,Latin America and Caribbean
Jordan,2000,98.85403442,3.363215823,41.82920265,1651.621798,68.50446755,0.666880926,94.56410217,82.2307663,12.3,21,15.2,Lower-middle income,,,,Closed Autocracy,21.73,,Northern Africa and Western Asia
Jordan,2001,98.94203949,3.397711825,42.13386854,1720.361427,67.15050924,1.772204374,,,13.7,20.5,15.61,Lower-middle income,71.907,4.705719581,5217328,Closed Autocracy,21.717,78.283,Northern Africa and Western Asia
Jordan,2002,99.5,3.525643731,47.42153883,1802.055064,66.61800383,1.83299389,96.81092834,84.82689667,14,21.9,16.421,Lower-middle income,72.083,6.025532412,5317514,Closed Autocracy,21.704,78.296,Northern Africa and Western Asia
Jordan,2003,99.09201813,3.550696465,47.37212594,1876.259338,68.33433316,1.63,97.90625763,85.26035309,13.4,20.8,16.982,Lower-middle income,72.256,8.466005016,5434036,Closed Autocracy,21.692,78.308,Northern Africa and Western Asia
Jordan,2004,99.17343682,3.628582654,52.19094306,2044.963723,82.43439936,3.361868215,98.0740509,84.63469696,,,18.669,Lower-middle income,72.427,11.65874137,5580241,Closed Autocracy,21.679,78.321,Northern Africa and Western Asia
Jordan,2005,99.19959259,3.785505626,52.70597544,2183.394643,94.20680526,3.493685346,96.90155029,84.40345764,12.8,25.9,20.436,Lower-middle income,72.595,12.93285205,5765639,Closed Autocracy,20.515,79.485,Northern Africa and Western Asia
Jordan,2006,100,3.332982118,53.87451361,2513.028732,87.87335685,6.251724667,94.89103699,85.33641052,11.9,25,20.527,Lower-middle income,72.763,13.86710879,5991547,Closed Autocracy,19.03,80.97,Northern Africa and Western Asia
Jordan,2007,98.8,3.201799317,54.23443687,2735.378767,91.75852775,4.74390639,92.0776062,85.39079285,10.3,25.6,21.437,Lower-middle income,72.931,20,6255290,Closed Autocracy,17.629,82.371,Northern Africa and Western Asia
Jordan,2008,100,2.47910727,56.05049657,3455.769953,84.8624294,13.971231,89.57808685,85.90466309,10.1,24.4,20.718,Lower-middle income,73.099,23,6556473,Closed Autocracy,16.308,83.692,Northern Africa and Western Asia
Jordan,2009,99.4,2.425278026,45.07547171,3559.692102,67.07652648,-0.739069743,,,10.3,24.1,21.336,Lower-middle income,73.266,26,6893258,Closed Autocracy,15.072,84.928,Northern Africa and Western Asia
Jordan,2010,100,2.246368983,46.99714264,3736.645462,67.22553505,4.845518759,81.91504669,80.08052063,10.4,21.7,20.614,Upper-middle income,73.428,27.2,7261541,Closed Autocracy,13.912,86.088,Northern Africa and Western Asia
Jordan,2011,99.71602631,2.206995412,46.55057763,3852.890025,72.14910187,4.162441629,79.33522034,77.60733795,11,21.2,21.244,Upper-middle income,73.581,34.9,7662858,Closed Autocracy,12.828,87.172,Northern Africa and Western Asia
Jordan,2012,99.5,2.429601854,45.22598541,3910.346894,72.62960228,4.515229567,76.48641205,74.18640137,10.4,19.9,23.813,Upper-middle income,73.722,37,8089963,Closed Autocracy,11.815,88.185,Northern Africa and Western Asia
Jordan,2013,99.76028442,2.316983078,41.29560357,4044.426869,70.15592442,4.824623143,75.39795685,71.05885315,10.6,22.2,23.813,Upper-middle income,73.851,41.4,8518992,Closed Autocracy,10.875,89.125,Northern Africa and Western Asia
Jordan,2014,99.88537598,2.454378422,42.13390771,4131.44735,67.80489783,2.89947905,79.49862671,69.13018036,10.1,20.7,25.894,Upper-middle income,73.969,46.2,8918822,Closed Autocracy,10,90,Northern Africa and Western Asia
Jordan,2015,99.96422577,2.387445841,36.54443702,4164.108769,58.8134752,-0.87685136,,,11,22.6,25.27,Upper-middle income,74.078,60.11438269,9266573,Closed Autocracy,9.744,90.256,Northern Africa and Western Asia
Jordan,2016,99.99480438,2.278010052,34.39521007,4175.356602,54.32550783,-0.778430463,78.56041718,,13.3,24.1,23.994,Lower-middle income,74.184,62.30219257,9554286,Closed Autocracy,9.494,90.506,Northern Africa and Western Asia
Jordan,2017,100,2.315020689,34.53392829,4231.51828,55.62958677,3.323894476,80.77086639,62.63220978,15.8,27.2,25.467,Lower-middle income,74.292,66.79031443,9785840,Closed Autocracy,9.253,90.747,Northern Africa and Western Asia
Jordan,2018,99.9,2.370194513,35.15474808,4308.151074,53.37676909,4.462311085,81.45890045,63.11653137,17,24.1,24.924,Lower-middle income,74.405,,9965322,Closed Autocracy,9.021,90.979,Northern Africa and Western Asia
Japan,2000,100,0.456399431,10.62448501,38532.04088,9.195167703,-0.676578684,,,4.9,4.5,1264.844,High income,,,,Liberal Democracy,21.351,,Eastern and South-Eastern Asia
Japan,2001,100,0.533324245,10.22909915,33846.46564,9.569028977,-0.740055504,,,5.2,4.7,1250.211,High income,81.41707317,38.53206086,127149000,Liberal Democracy,20.01,79.99,Eastern and South-Eastern Asia
Japan,2002,100,0.589046992,11.01822103,32289.35054,9.667390329,-0.923494027,,,5.5,5.1,1279.453,High income,81.56341463,46.59420112,127445000,Liberal Democracy,18.353,81.647,Eastern and South-Eastern Asia
Japan,2003,100,0.576184449,11.63929347,34808.39092,9.943835932,-0.256541816,,,5.5,4.9,1287.642,High income,81.76,48.43526589,127718000,Liberal Democracy,16.804,83.196,Eastern and South-Eastern Asia
Japan,2004,100,0.566575497,12.97203231,37688.72234,10.95032415,-0.008573388,,,4.9,4.4,1282.872,High income,82.0302439,62.39392963,127761000,Liberal Democracy,15.36,84.64,Eastern and South-Eastern Asia
Japan,2005,100,0.593262362,14.01244112,37217.64873,12.50305266,-0.282946069,,,4.6,4.2,1290.056,High income,81.92512195,66.9210661,127773000,Liberal Democracy,14.022,85.978,Eastern and South-Eastern Asia
Japan,2006,100,0.649935236,15.8729023,35433.98896,14.45887932,0.249355116,,,4.3,3.9,1266.829,High income,82.32195122,68.68527032,127854000,Liberal Democracy,12.882,87.118,Eastern and South-Eastern Asia
Japan,2007,100,0.691696307,17.49331657,35275.22843,15.60057191,0.060039454,,,3.9,3.7,1302.524,High income,82.50707317,74.3,128001000,Liberal Democracy,11.854,88.146,Eastern and South-Eastern Asia
Japan,2008,100,0.627870955,17.42403772,39339.29757,16.9749827,1.380078862,,,4.1,3.8,1231.91,High income,82.58756098,75.4,128063000,Liberal Democracy,10.897,89.103,Eastern and South-Eastern Asia
Japan,2009,100,0.569154036,12.52091416,40855.17564,11.96998576,-1.35283673,,,5.3,4.8,1162.648,High income,82.93146341,78,128047000,Liberal Democracy,10.011,89.989,Eastern and South-Eastern Asia
Japan,2010,100,0.572272185,15.03675698,44507.67639,13.57625073,-0.719979429,,,5.4,4.6,1214.069,High income,82.84268293,78.21,128070000,Liberal Democracy,9.188,90.812,Eastern and South-Eastern Asia
Japan,2011,100,0.560480001,14.92499621,48167.99727,15.46800676,-0.267633601,,,4.8,4.1,1264.155,High income,82.59121951,79.05411352,127833000,Liberal Democracy,8.931,91.069,Eastern and South-Eastern Asia
Japan,2012,100,0.599505214,14.54475256,48603.47665,16.09137113,-0.051939058,,,4.6,4,1305.433,High income,83.09609756,79.4964,127629000,Liberal Democracy,8.852,91.148,Eastern and South-Eastern Asia
Japan,2013,100,0.754545659,15.91539812,40454.44746,18.23212413,0.346440326,,,4.3,3.7,1314.703,High income,83.33195122,88.21942891,127445000,Liberal Democracy,8.774,91.226,Eastern and South-Eastern Asia
Japan,2014,100,0.808887693,17.54030155,38109.41211,20.00546825,2.761954083,,,3.7,3.4,1263.05,High income,83.58780488,89.10683302,127276000,Liberal Democracy,8.696,91.304,Eastern and South-Eastern Asia
Japan,2015,100,0.887320737,17.61097554,34524.46986,18.03004518,0.78951789,,,3.6,3.1,1222.781,High income,83.79390244,91.05802839,127141000,Liberal Democracy,8.619,91.381,Eastern and South-Eastern Asia
Japan,2016,100,0.801529156,16.26639569,38761.81815,15.27540944,-0.116666667,,,3.3,2.8,1203.167,High income,83.98487805,93.18272128,126994511,Liberal Democracy,8.543,91.457,Eastern and South-Eastern Asia
Japan,2017,100,0.853687891,17.75185227,38386.51115,16.82158589,0.467211747,,,3,2.7,1187.661,High income,84.0997561,91.72654724,126785797,Liberal Democracy,8.465,91.535,Eastern and South-Eastern Asia
Japan,2018,100,0.871553405,18.52490882,39159.42356,18.29159855,0.97990367,,,2.6,2.2,1135.688,High income,84.21097561,91.28,126529100,Liberal Democracy,8.384,91.616,Eastern and South-Eastern Asia
Kazakhstan,2000,99.47368622,12.78293988,56.6024268,1229.001247,49.09726583,13.18089059,96.95320129,93.70327759,,,148.756,Lower-middle income,,,,Electoral Autocracy,43.902,,Central and Southern Asia
Kazakhstan,2001,99.65,12.14700195,45.89501861,1490.92709,46.9540499,8.354137772,99.94767761,,8.9,12.1,142.924,Lower-middle income,65.76,1.006124211,14858335,Electoral Autocracy,43.829,56.171,Central and Southern Asia
Kazakhstan,2002,99.81,11.39388544,46.99064076,1658.030785,47.04104489,5.836924521,101.63237,,7.5,11.2,160.804,Lower-middle income,65.95,1.674770995,14858948,Electoral Autocracy,43.756,56.244,Central and Southern Asia
Kazakhstan,2003,99.92,10.21064361,48.41702209,2068.123979,43.04631033,6.438218101,102.6658173,,7.2,10.4,178.775,Lower-middle income,65.74,2.000414753,14909019,Electoral Autocracy,43.683,56.317,Central and Southern Asia
Kazakhstan,2004,99.96,9.432128488,52.50041043,2874.288483,43.90878928,6.88205439,103.4474182,,7,9.8,188.476,Lower-middle income,66.06,2.650394657,15012984,Electoral Autocracy,43.61,56.39,Central and Southern Asia
Kazakhstan,2005,100,7.989650049,53.19435825,3771.278957,44.56814477,7.579999291,102.5416794,,,,202.326,Lower-middle income,65.86,2.961707492,15147029,Electoral Autocracy,43.537,56.463,Central and Southern Asia
Kazakhstan,2006,99.76654765,6.580052642,50.97529784,5291.575305,40.47822896,8.721693861,101.4763565,99.94946289,,,221.649,Upper-middle income,66.15,3.268369051,15308085,Electoral Autocracy,43.464,56.536,Central and Southern Asia
Kazakhstan,2007,100,6.217526744,49.31282089,6771.414797,42.84881221,10.84683621,102.7717133,,,,227.961,Upper-middle income,66.34,4.02,15484192,Electoral Autocracy,43.391,56.609,Central and Southern Asia
Kazakhstan,2008,100,5.467453371,57.14638494,8458.017154,37.14841971,17.13989978,107.0839767,,5.3,8,229.096,Upper-middle income,67.11,11,15776938,Electoral Autocracy,43.318,56.682,Central and Southern Asia
Kazakhstan,2009,100,5.722701085,41.83842245,7165.223175,33.92764502,7.316078583,108.3263016,,5.6,7.5,224.146,Upper-middle income,68.39,18.2,16092822,Electoral Autocracy,43.245,56.755,Central and Southern Asia
Kazakhstan,2010,100,5.514839372,44.2441795,9070.488253,29.8940864,7.400463567,108.7613678,98.47992706,4.9,6.6,250.897,Upper-middle income,68.45,31.6,16321872,Electoral Autocracy,43.173,56.827,Central and Southern Asia
Kazakhstan,2011,99.79746835,4.682452867,46.46466279,11634.0012,26.65319426,8.424887619,109.7716522,99.90897369,4.6,6.2,240.651,Upper-middle income,68.69,50.6,16557202,Electoral Autocracy,43.1,56.9,Central and Southern Asia
Kazakhstan,2012,100,4.194992884,44.10966304,12386.69927,29.61406945,5.09791485,110.3984604,102.2144928,4.1,6.5,246.75,Upper-middle income,69.52,61.90662747,16792090,Electoral Autocracy,43.027,56.973,Central and Southern Asia
Kazakhstan,2013,100,4.016024571,38.61703772,13890.63096,26.79057161,5.846409173,111.8934021,102.8738174,4.6,5.9,254.547,Upper-middle income,70.62,63.30422443,17035551,Electoral Autocracy,42.954,57.046,Central and Southern Asia
Kazakhstan,2014,100,4.20646032,39.34175809,12807.26069,25.63027656,6.706578291,112.5344086,106.5911789,,,278.776,Upper-middle income,71.44,66,17288285,Electoral Autocracy,42.882,57.118,Central and Southern Asia
Kazakhstan,2015,100,4.871637447,28.51670801,10510.77189,24.5330208,6.665776115,111.6400833,110.3012695,,,288.578,Upper-middle income,71.97,70.8299336,17542806,Electoral Autocracy,42.809,57.191,Central and Southern Asia
Kazakhstan,2016,100,7.170416971,31.84388864,7714.841844,28.46770794,14.54602379,109.8852081,113.2500229,,,288.421,Upper-middle income,72.41,74.58772647,17794055,Electoral Autocracy,42.736,57.264,Central and Southern Asia
Kazakhstan,2017,100,6.272291804,32.39775294,9247.581331,24.427635,7.440004373,108.747757,114.1974335,4.4,5.4,307.927,Upper-middle income,72.95,76.42674823,18037776,Electoral Autocracy,42.664,57.336,Central and Southern Asia
Kazakhstan,2018,100,6.259470264,37.62521843,9812.626371,25.90273809,6.019130966,105.836731,114.2437134,,,319.647,Upper-middle income,73.15,78.90391906,18276452,Electoral Autocracy,42.572,57.428,Central and Southern Asia
Kenya,2000,15.14182186,1.538073643,21.58757114,397.4826588,31.72147324,9.980025154,93.18746185,38.78356934,,,10.302,Low income,,,,Electoral Autocracy,80.108,,Sub-Saharan Africa
Kenya,2001,17.0676403,1.415784909,22.93157636,395.3294716,33.01525966,5.738598143,94.38105011,39.89260864,,,9.236,Low income,51.101,0.619782266,32848569,Electoral Autocracy,79.761,20.239,Sub-Saharan Africa
Kenya,2002,18.98517036,1.232660685,24.89797261,389.5426302,30.27469965,1.961308217,88.24179077,40.51174927,,,7.82,Low income,51.606,1.207773885,33751746,Electoral Autocracy,79.409,20.591,Sub-Saharan Africa
Kenya,2003,16,0.961819418,24.08681531,429.787819,30.04545059,9.81569063,101.8224182,42.54299927,,,6.586,Low income,52.41,2.941902861,34678781,Electoral Autocracy,79.052,20.948,Sub-Saharan Africa
Kenya,2004,22.79066277,1.05304506,26.61025858,451.6687666,32.86674477,11.62403554,100.4438934,46.42583847,,,7.438,Low income,53.475,3.023528042,35635267,Electoral Autocracy,78.69,21.31,Sub-Saharan Africa
Kenya,2005,24.67642593,1.062064202,28.50903021,511.6163943,35.96983595,10.31277836,99.34629059,46.99057007,,,8.339,Low income,54.732,3.101897702,36624897,Electoral Autocracy,78.325,21.675,Sub-Saharan Africa
Kenya,2006,26.55305481,0.90989377,22.98493964,685.9544229,32.25154548,14.45373421,96.34754181,48.77145004,9.8,10.1,9.337,Low income,56.093,3.6,37649039,Electoral Autocracy,77.955,22.045,Sub-Saharan Africa
Kenya,2007,28.42663383,0.794159868,21.91899129,825.666555,31.97579751,9.75888023,102.3654938,50.77267075,,,9.54,Low income,57.463,4.4,38705934,Electoral Autocracy,77.58,22.42,Sub-Saharan Africa
Kenya,2008,30.30339813,0.765023585,22.67405755,902.0699578,34.90454109,26.23981664,102.2847977,56.59352112,,,9.912,Low income,58.76,5.2,39791984,Electoral Autocracy,77.2,22.8,Sub-Saharan Africa
Kenya,2009,23,0.922126825,20.03262925,905.1316534,30.83101232,9.234125924,103.9144974,56.76036835,9.9,9.4,11.968,Low income,59.932,6.1,40901798,Electoral Autocracy,76.817,23.183,Sub-Saharan Africa
Kenya,2010,19.2,0.872164277,20.65698325,951.68778,33.56988138,3.961388891,,,,,11.746,Low income,60.959,7.2,42030684,Electoral Autocracy,76.429,23.571,Sub-Saharan Africa
Kenya,2011,36.01516342,0.955800477,21.62597244,971.6330365,38.82270088,14.02249396,,,,,12.928,Low income,61.851,8.8,43178270,Electoral Autocracy,76.031,23.969,Sub-Saharan Africa
Kenya,2012,37.96532059,0.775879064,22.22735357,1136.869893,35.53772274,9.377767482,109.4177322,,,,11.987,Low income,62.659,10.5,44343469,Electoral Autocracy,75.624,24.376,Sub-Saharan Africa
Kenya,2013,39.93959045,0.790524752,19.92539657,1210.385435,33.20761039,5.71749357,,,,,12.77,Low income,63.419,13,45519986,Electoral Autocracy,75.206,24.794,Sub-Saharan Africa
Kenya,2014,36,0.801688554,18.29698138,1315.802225,33.00132413,6.878154993,105.7534103,,,,13.773,Lower-middle income,64.135,16.5,46700063,Electoral Democracy,74.779,25.221,Sub-Saharan Africa
Kenya,2015,41.6,0.936205861,16.5735082,1336.883265,27.60508527,6.582174403,103.6615677,,,,16.301,Lower-middle income,64.798,16.58785485,47878339,Electoral Democracy,74.342,25.658,Sub-Saharan Africa
